fiscal_year,aag,total,program,appn_account,file,page,aargmer,acv_fov,ah64e_remanufacture,aim9x_block_ii,an_spy6v1,an_spy6v2,an_spy6v3,an_spy6v4,ampv,b52j,b52_rmp,booker,cec,ch47f_block_ii__materiel_availability,ch53k,circm,cvn_78,emals,ddg51,e2d_ahe,epf,esb,f15_epawss,f15_ex,f35a,f35c,f35b,f35_engine,ffg62,gator,gmlrs_aw,gps_iiif,hh60w,hms_radios,iamd,icbm_fuze_mod,idecm_block_4,f_a18e_f_irst,improved_turbine_engine,jagm,jassm_er,jltv,kc130j,kc46,lcs_mm,gbsd,lha,lpd_17,new_element,,mids,mk21a_rv,mq25,mq4c_triton_increment_1,mq4c_triton_increment_2,ngj_low_band,ngj_midband,nssl,lrasm,pac3_mse,pim,prsm,sdb_ii,sm6,ssbn_826,ssc,ssn_774_q1_fy21,apt,tagos_25,tao_205_class,nav_comm_upgrade_kits,mst_kits,vc25b,wsf
2023,,43,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,42,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,42,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,47,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,47,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,48,F-35 Engine Subprogram,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,,48,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,,34,Unknown Program,"3010F - Aircraft Procurement, Air Force",sar_pdfs\F-35 MSAR Dec 2023.pdf,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,693,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,6,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,7,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,20,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,10,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,13,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,10,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,10,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,10,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,21,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,26,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,37,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,32,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,35,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,26,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,27,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,34,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,43,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,35,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,35,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,40,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,15,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,15,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,16,F-35 Engine Subprogram,"1506N - Aircraft Procurement, Navy",sar_pdfs\F-35 MSAR Dec 2023.pdf,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,FFG(62) Guided Missile Frigate,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,FFG(62) Guided Missile Frigate,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,20,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,2,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,2,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,2,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,1,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,2,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,2,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,3,FFG(62) Guided Missile Frigate,"1611N (OSD Compt) - Shipbuilding and Conversion, Navy",sar_pdfs\FFG 62 MSAR Dec 2023.pdf,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,54,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,2,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,2,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,2,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,3,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,3,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,3,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,6,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,8,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,8,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,8,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,9,Ground/Air Task Oriented Radar,"1109N - Procurement, Marine Corps",sar_pdfs\GATOR MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,461,Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternati,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\GMLRS_GMLRS_AW_MSAR_Dec_2023.pdf,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternati,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\GMLRS_GMLRS_AW_MSAR_Dec_2023.pdf,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,38,Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternati,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\GMLRS_GMLRS_AW_MSAR_Dec_2023.pdf,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,55,Guided Multiple Launch Rocket System/Guided Multiple Launch Rocket System Alternati,"2040A - Research, Development, Test & Eval, Army",sar_pdfs\GMLRS_GMLRS_AW_MSAR_Dec_2023.pdf,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
