fiscal_year,other_unallocated,total_ty_dol_m,weighted_rate,program,appn_account,file,page,total_cy,base_year,end_item_recurring_flyaway,10_unit_level_manpower,30_maintenance,40_sustaining_support,50_continuing_system_improvements,nonend_item_recurring_flyaway,non_recurring_flyaway,initial_spares,20_unit_operations,depot_activation,other,10_unitlevel_manpower,nonend_end_item_item_non_recurring_recurring_recurring_depot_flyaway_flyaway_flyaway_initial_spares_activation,nonrecurring_flyaway,other_indirect_costs
2028,,2.8,1.880275,CVN 78 Subprogram,"1810N - Other Procurement, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,60,1.5,2000.0,2.760,,,,,,,,,,,,,,
2029,,2.8,1.919760,CVN 78 Subprogram,"1810N - Other Procurement, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,60,1.5,2000.0,2.820,,,,,,,,,,,,,,
Total,338.1,338.1,,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,1 96.8,2000.0,,,,,,,,,,,,,,,
1997,,,0.984448,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
1998,,,0.993393,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
1999,,,1.009120,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2000,,,1.022140,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2001,,,1.033698,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2002,,,1.048438,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2003,,,1.071772,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2004,,,1.099837,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2005,,,1.131052,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2006,,,1.161730,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2007,,,1.185355,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2008,,,1.205557,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2009,,,1.222075,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2010,,,1.252660,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2011,,,1.280798,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2012,,,1.299722,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2013,30.880,30.9,1.318236,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,23.4,2000.0,,,,,,,,,,,,,,,
2014,3.380,3.4,1.338009,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,2.5,2000.0,,,,,,,,,,,,,,,
2015,,,1.375721,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2016,,,1.407784,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2017,,,1.444045,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2018,,,1.497635,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2019,,,1.555248,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2020,,,1.620921,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2021,,,1.677248,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2022,100.000,100.0,1.714970,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,58.3,2000.0,,,,,,,,,,,,,,,
2023,47.720,47.7,1.754806,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,27.2,2000.0,,,,,,,,,,,,,,,
2024,81.080,81.1,1.792403,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,45.2,2000.0,,,,,,,,,,,,,,,
2025,,,1.830140,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,,2000.0,,,,,,,,,,,,,,,
2026,75.000,75.0,1.868572,CVN 78 Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,61,40.1,2000.0,,,,,,,,,,,,,,,
Total,227.7,227.7,,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,1 47.0,2000.0,,,,,,,,,,,,,,,
1997,,,0.975431,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
1998,,,0.984345,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
1999,,,0.993722,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2000,,,1.007911,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2001,,,1.022761,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2002,,,1.034577,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2003,,,1.047483,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2004,,,1.075049,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2005,,,1.104849,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2006,,,1.135804,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2007,,,1.165120,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2008,,,1.188419,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2009,,,1.204137,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2010,,,1.219311,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2011,,,1.247089,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2012,,,1.263358,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2013,,,1.282925,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2014,,,1.299531,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,,2000.0,,,,,,,,,,,,,,,
2015,4.770,4.8,1.314823,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,3.6,2000.0,,,,,,,,,,,,,,,
2016,25.400,25.4,1.334794,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,19.0,2000.0,,,,,,,,,,,,,,,
2017,40.660,40.7,1.359689,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,29.9,2000.0,,,,,,,,,,,,,,,
2018,20.610,20.6,1.388332,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,14.8,2000.0,,,,,,,,,,,,,,,
2019,8.720,8.7,1.415083,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,6.2,2000.0,,,,,,,,,,,,,,,
2020,6.420,6.4,1.449492,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,4.4,2000.0,,,,,,,,,,,,,,,
2021,5.250,5.3,1.511404,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,3.5,2000.0,,,,,,,,,,,,,,,
2022,6.280,6.3,1.609212,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,3.9,2000.0,,,,,,,,,,,,,,,
2023,9.880,9.9,1.664297,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,5.9,2000.0,,,,,,,,,,,,,,,
2024,21.650,21.7,1.704150,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,12.7,2000.0,,,,,,,,,,,,,,,
2025,19.710,19.7,1.740644,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,11.3,2000.0,,,,,,,,,,,,,,,
2026,7.020,7.0,1.777197,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,4.0,2000.0,,,,,,,,,,,,,,,
2027,16.860,16.9,1.814518,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,9.3,2000.0,,,,,,,,,,,,,,,
2028,17.040,17.0,1.852623,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,9.2,2000.0,,,,,,,,,,,,,,,
2029,17.400,17.4,1.891528,CVN 78 Subprogram,"1804N - Operation & Maintenance, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,62,9.2,2000.0,,,,,,,,,,,,,,,
Total,"1,079.7","1,079.7",,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,8 84.0,2000.0,,,,,,,,,,,,,,,
1997,,,0.975795,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,,2000.0,,,,,,,,,,,,,,,
1998,,,0.983787,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,,2000.0,,,,,,,,,,,,,,,
1999,,,0.995370,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,,2000.0,,,,,,,,,,,,,,,
2000,41.000,41.0,1.009939,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,40.6,2000.0,,,,,,,,,,,,,,,
2001,41.000,41.0,1.023796,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,40.0,2000.0,,,,,,,,,,,,,,,
2002,41.000,41.0,1.034144,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,39.6,2000.0,,,,,,,,,,,,,,,
2003,44.240,44.2,1.049304,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,42.2,2000.0,,,,,,,,,,,,,,,
2004,37.170,37.2,1.078595,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,34.5,2000.0,,,,,,,,,,,,,,,
2005,49.450,49.5,1.106983,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,44.7,2000.0,,,,,,,,,,,,,,,
2006,56.850,56.9,1.141476,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,49.8,2000.0,,,,,,,,,,,,,,,
2007,108.170,108.2,1.169435,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,92.5,2000.0,,,,,,,,,,,,,,,
2008,40.480,40.5,1.190767,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,34.0,2000.0,,,,,,,,,,,,,,,
2009,113.210,113.2,1.206057,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,93.9,2000.0,,,,,,,,,,,,,,,
2010,90.890,90.9,1.224147,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,74.2,2000.0,,,,,,,,,,,,,,,
2011,59.060,59.1,1.253376,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,47.1,2000.0,,,,,,,,,,,,,,,
2012,31.000,31.0,1.274163,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,24.3,2000.0,,,,,,,,,,,,,,,
2013,54.930,54.9,1.287542,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,42.7,2000.0,,,,,,,,,,,,,,,
2014,46.870,46.9,1.305735,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,35.9,2000.0,,,,,,,,,,,,,,,
2015,11.320,11.3,1.322164,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,8.6,2000.0,,,,,,,,,,,,,,,
2016,12.190,12.2,1.346704,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,9.1,2000.0,,,,,,,,,,,,,,,
2017,36.790,36.8,1.371901,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,26.8,2000.0,,,,,,,,,,,,,,,
2018,25.250,25.3,1.405505,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,18.0,2000.0,,,,,,,,,,,,,,,
2019,32.060,32.1,1.432575,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,22.4,2000.0,,,,,,,,,,,,,,,
2020,20.330,20.3,1.485257,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,13.7,2000.0,,,,,,,,,,,,,,,
2021,4.050,4.1,1.552010,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,2.6,2000.0,,,,,,,,,,,,,,,
2022,11.660,11.7,1.633091,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,7.1,2000.0,,,,,,,,,,,,,,,
2023,16.700,16.7,1.681709,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,9.9,2000.0,,,,,,,,,,,,,,,
2024,0.780,0.8,1.720098,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,0.5,2000.0,,,,,,,,,,,,,,,
2025,9.790,9.8,1.756587,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,5.6,2000.0,,,,,,,,,,,,,,,
2026,19.860,19.9,1.793475,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,11.1,2000.0,,,,,,,,,,,,,,,
2027,17.450,17.5,1.831138,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,9.5,2000.0,,,,,,,,,,,,,,,
2028,2.860,2.9,1.869592,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,1.5,2000.0,,,,,,,,,,,,,,,
2029,2.740,2.7,1.908853,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,1.4,2000.0,,,,,,,,,,,,,,,
2030,0.550,0.6,1.948939,EMALS Subprogram,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,63,0.3,2000.0,,,,,,,,,,,,,,,
Total,,"3,300.1",,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,"1 , 7 13.9",2000.0,"3,300.1",,,,,,,,,,,,,,
1997,,,1.000788,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
1998,,,1.023310,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
1999,,,1.039587,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2000,,,1.066002,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2001,,,1.102670,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2002,,,1.108947,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2003,,,1.173105,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2004,,,1.215661,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2005,,,1.269544,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2006,,,1.314317,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2007,,5.8,1.374711,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,4.2,2000.0,5.800,,,,,,,,,,,,,,
2008,,25.6,1.421534,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,18.0,2000.0,25.580,,,,,,,,,,,,,,
2009,,177.2,1.465021,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,121.0,2000.0,177.200,,,,,,,,,,,,,,
2010,,138.6,1.515920,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,91.4,2000.0,138.600,,,,,,,,,,,,,,
2011,,251.8,1.565650,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,160.8,2000.0,251.820,,,,,,,,,,,,,,
2012,,,1.601566,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,,2000.0,,,,,,,,,,,,,,,
2013,,12.6,1.635063,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,7.7,2000.0,12.640,,,,,,,,,,,,,,
2014,,65.3,1.668173,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,39.1,2000.0,65.300,,,,,,,,,,,,,,
2015,,206.1,1.706620,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,120.8,2000.0,206.100,,,,,,,,,,,,,,
2016,,211.6,1.750262,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,120.9,2000.0,211.640,,,,,,,,,,,,,,
2017,,149.5,1.800469,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,83.0,2000.0,149.490,,,,,,,,,,,,,,
2018,,460.2,1.859118,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,247.5,2000.0,460.190,,,,,,,,,,,,,,
2019,,9.9,1.928293,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,5.2,2000.0,9.940,,,,,,,,,,,,,,
2020,,122.3,2.007751,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,60.9,2000.0,122.250,,,,,,,,,,,,,,
2021,,73.1,2.088927,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,35.0,2000.0,73.120,,,,,,,,,,,,,,
2022,,19.6,2.161868,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,9.1,2000.0,19.580,,,,,,,,,,,,,,
2023,,319.2,2.212740,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,144.3,2000.0,319.190,,,,,,,,,,,,,,
2024,,184.9,2.260209,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,81.8,2000.0,184.880,,,,,,,,,,,,,,
2025,,206.7,2.307758,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,89.6,2000.0,206.660,,,,,,,,,,,,,,
2026,,185.4,2.356221,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,78.7,2000.0,185.410,,,,,,,,,,,,,,
2027,,191.5,2.405701,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,79.6,2000.0,191.450,,,,,,,,,,,,,,
2028,,283.3,2.456221,EMALS Subprogram,"1611N (BLS Hist) - Shipbuilding and Conversion, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,64,115.3,2000.0,283.260,,,,,,,,,,,,,,
Total,20.6,20.6,,EMALS Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,65,18.7,2000.0,,,,,,,,,,,,,,,
1997,,,0.984448,EMALS Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,65,,2000.0,,,,,,,,,,,,,,,
1998,,,0.993393,EMALS Subprogram,"1205N - Military Construction, Navy",sar_pdfs\CVN 78 MSAR Dec 2023.pdf,65,,2000.0,,,,,,,,,,,,,,,
